key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-no-greek-no-html	crum-page	crum-column	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7222	148	7217	(B) ^^^ Katen-	0	stay with	stay with		537a	6	2010-08-09	1900-01-01	vagrant		(B) <i><b>c</b></i> ϧⲁⲧⲉⲛ-	(B) <i><b>c</b></i> ϧⲁⲧⲉⲛ-	(B) c ϧⲁⲧⲉⲛ-	(B) c ϧⲁⲧⲉⲛ-	(B) ϧⲁⲧⲉⲛ- (c)	-		stay with	stay with	stay with	stay with	537	a						ϧⲁⲧⲉⲛ- (c)					1
7223	148	7217	(B) ^^^ HiJen-	0	upon	upon		537a	7	2010-08-09	1900-01-01	vagrant		(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	(B) ϩⲓϫⲉⲛ- (c)	-		upon	upon	upon	upon	537	a						ϩⲓϫⲉⲛ- (c)					1
7224	148	7217	(S) ^^^ ebol	0	stand out, against	stand out, against		537a	8	2010-08-09	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	(S) ⲉⲃⲟⲗ (c)	-		stand out, against	stand out, against	stand out, against	stand out, against	537	a	ⲉⲃⲟⲗ (c)										1
7225	148	7217	(S) ^^^ nbol e-	0	(sim)	(sim)		537a	9	2010-08-09	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲛⲃⲟⲗ ⲉ-	(S) <i><b>c</b></i> ⲛⲃⲟⲗ ⲉ-	(S) c ⲛⲃⲟⲗ ⲉ-	(S) c ⲛⲃⲟⲗ ⲉ-	(S) ⲛⲃⲟⲗ ⲉ- (c)	-		<i>sim</i>	sim	<i>sim</i>	sim	537	a	ⲛⲃⲟⲗ ⲉ- (c)										1
7226	148	7217	(B) ^^^ sabol	0	outside, against	outside, against		537a	10	2010-08-09	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ	(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ	(B) c ⲥⲁⲃⲟⲗ	(B) c ⲥⲁⲃⲟⲗ	(B) ⲥⲁⲃⲟⲗ (c)	-		outside, against	outside, against	outside, against	outside, against	537	a						ⲥⲁⲃⲟⲗ (c)					1
7227	148	7217	(S,B) ^^^ epaHou	0	stay behind	stay behind		537b	11	2010-08-09	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ⲉⲡⲁϩⲟⲩ	(S, B) <i><b>c</b></i> ⲉⲡⲁϩⲟⲩ	(S, B) c ⲉⲡⲁϩⲟⲩ	(S, B) c ⲉⲡⲁϩⲟⲩ	(S, B) ⲉⲡⲁϩⲟⲩ (c)	-		stay behind	stay behind	stay behind	stay behind	537	b	ⲉⲡⲁϩⲟⲩ (c)					ⲉⲡⲁϩⲟⲩ (c)					1
7228	148	7217	(B,F) ^^^ eKoun eHren-	0	stand against	stand against		537b	12	2010-08-09	1900-01-01	vagrant		(B, F) <i><b>c</b></i> ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B, F) <i><b>c</b></i> ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B, F) c ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B, F) c ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B, F) ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ- (c)	-		stand against	stand against	stand against	stand against	537	b						ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ- (c)	ⲉϧⲟⲩⲛ ⲉϩⲣⲉⲛ- (c)				1
2862	148	0		99	with [rat=]	with [rat=]		537b	13	2010-03-08	1900-01-01	vagrant							HEADER		with ⲣⲁⲧ⸗	with ⲣⲁⲧ⸗	with ⲣⲁⲧ⸗	with ⲣⲁⲧ⸗	537	b											0
7239	148	2862	^^^ rat	0				537b	14	2010-08-09	1900-01-01	vagrant		<i><b>c</b></i> ⲣⲁⲧ	<i><b>c</b></i> ⲣⲁⲧ	c ⲣⲁⲧ	c ⲣⲁⲧ	ⲣⲁⲧ (c)	-						537	b											1
7229	148	7239		99	With following preposition:	With following preposition:		537b	15	2010-08-09	2010-08-09	vagrant	vagrant						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	537	b											2
7230	148	7229	(S,A,B,F) ^^ e-	0	stand before, against, attend on	stand before, against, attend on		537b	16	2010-08-09	1900-01-01	vagrant		(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	-		stand before, against, attend on	stand before, against, attend on	stand before, against, attend on	stand before, against, attend on	537	b	― ⲉ-			― ⲉ-		― ⲉ-	― ⲉ-				3
7231	148	7229	(S,A,B) ^^ eJn-	0	upon, against	upon, against		538a	17	2010-08-09	1900-01-01	vagrant		(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	-		upon, against	upon, against	upon, against	upon, against	538	a	― ⲉϫⲛ-			― ⲉϫⲛ-		― ⲉϫⲛ-					3
7232	148	7229	(S,B,F) ^^ mn-,^^ nem-	0	with	with		538a	18	2010-08-09	2010-08-09	vagrant	vagrant	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	-		with	with	with	with	538	a	― ⲙⲛ-, ― ⲛⲉⲙ-					― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-				3
7233	148	7229	(S) ^^ n- *^dat^*	0				538a	19	2010-08-09	2010-08-09	vagrant	vagrant	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	-						538	a	― ⲛ- {dat}										3
7234	148	7229	(B) ^^ naHren-	0	beside	beside		538a	20	2010-08-09	2010-08-09	vagrant	vagrant	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	-		beside	beside	beside	beside	538	a						― ⲛⲁϩⲣⲉⲛ-					3
7235	148	7229	(S,A,B) ^^ oube-	0	against	against		538a	21	2010-08-09	1900-01-01	vagrant		(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	-		against	against	against	against	538	a	― ⲟⲩⲃⲉ-			― ⲟⲩⲃⲉ-		― ⲟⲩⲃⲉ-					3
7236	148	7229	(S,A) ^^ Hirn-	0	at	at		538a	22	2010-08-09	1900-01-01	vagrant		(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	-		at	at	at	at	538	a	― ϩⲓⲣⲛ-			― ϩⲓⲣⲛ-							3
7237	148	7229	(S,B) ^^ Hatn-,^^ Katen-	0	at, before	at, before		538a	23	2010-08-09	1900-01-01	vagrant		(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	-		at, before	at, before	at, before	at, before	538	a	― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-					― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-					3
7238	148	7229	(S,B,F) ^^ HiJn-	0	upon, at, beside	upon, at, beside		538a	24	2010-08-09	1900-01-01	vagrant		(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	-		upon, at, beside	upon, at, beside	upon, at, beside	upon, at, beside	538	a	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-	― ϩⲓϫⲛ-				3
2863	148	2862	(S) wHe erat=,aHe erat=	0	stand on foot, stand	stand on foot, stand		537b	25	2010-03-08	1900-01-01	vagrant		(S) ⲱϩⲉ ⲉⲣⲁⲧ=, ⲁϩⲉ ⲉⲣⲁⲧ=	(S) ⲱϩⲉ ⲉⲣⲁⲧ=, ⲁϩⲉ ⲉⲣⲁⲧ=	(S) ⲱϩⲉ ⲉⲣⲁⲧ=, ⲁϩⲉ ⲉⲣⲁⲧ=	(S) ⲱϩⲉ ⲉⲣⲁⲧ=, ⲁϩⲉ ⲉⲣⲁⲧ=	(S) ⲱϩⲉ ⲉⲣⲁⲧ⸗, ⲁϩⲉ ⲉⲣⲁⲧ⸗	-		stand on foot, stand	stand on foot, stand	stand on foot, stand	stand on foot, stand	537	b	ⲱϩⲉ ⲉⲣⲁⲧ⸗, ⲁϩⲉ ⲉⲣⲁⲧ⸗										1
2864	148	2862	"(S) wHe rat= *^archaic^*,aHe rat= *^for [wHe er., aHe er.]^*,aaHe rat= *^<a href=ext Life of Bishop Pisentius;1053;30;24;pai ntaFaaHe ratF Hn ttajis ntmntarxhepiskopos;Life of Bishop Pisentius;1053;51;4;mp eiSaJe nmmhtn eiaaHe rat m p mto e bol m pnoute"">Ext</a>^* *^<a href=""ext Life of Bishop Pisentius;1053;14;24;n terFaaH de e ratF eJn tSwwte aFSlhl e Hrai e pJs"">compare</a>^* (Sf) wHi rat= (A,sA) *^others not contracted^* wHe aret=,aHe aret= (B) oHi erat= (F) wHi elet=,oHi elet=,wHi eret=,oHi eret="""	0	 /$gk: [[istanai, kaqistanai, paristanai, sunistanai]]$/	 /$gk: [[istanai, kaqistanai, paristanai, sunistanai]]$/	istanai, kaqistanai, paristanai, sunistanai	537b	26	2010-03-08	2012-10-24	vagrant	vagrant	"(S) ⲱϩⲉ ⲣⲁⲧ= {archaic}, ⲁϩⲉ ⲣⲁⲧ= {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ= {ext Life of Bishop Pisentius; 1053; 30; 24; ⲡⲁⲓ ⲛⲧⲁϥⲁⲁϩⲉ ⲣⲁⲧϥ ϩⲛ ⲧⲧⲁⲝⲓⲥ ⲛⲧⲙⲛⲧⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ; Ext}, {Life of Bishop Pisentius; 1053; 51; 4; ⲙⲡ ⲉⲓϣⲁϫⲉ ⲛⲙⲙⲏⲧⲛ ⲉⲓⲁⲁϩⲉ ⲣⲁⲧ ⲙ ⲡ ⲙⲧⲟ ⲉ ⲃⲟⲗ ⲙ ⲡⲛⲟⲩⲧⲉ; Ext}, {ext Life of Bishop Pisentius; 1053; 14; 24; ⲛ ⲧⲉⲣϥⲁⲁϩ ⲇⲉ ⲉ ⲣⲁⲧϥ ⲉϫⲛ ⲧϣⲱⲱⲧⲉ ⲁϥϣⲗⲏⲗ ⲉ ϩⲣⲁⲓ ⲉ ⲡϫⲥ; compare}
(Sf) ⲱϩⲓ ⲣⲁⲧ=
(A, sA) {others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ=, ⲁϩⲉ ⲁⲣⲉⲧ=
(B) ⲟϩⲓ ⲉⲣⲁⲧ=
(F) ⲱϩⲓ ⲉⲗⲉⲧ=, ⲟϩⲓ ⲉⲗⲉⲧ=, ⲱϩⲓ ⲉⲣⲉⲧ=, ⲟϩⲓ ⲉⲣⲉⲧ="	"(S) ⲱϩⲉ ⲣⲁⲧ= {archaic}, ⲁϩⲉ ⲣⲁⲧ= {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ=
(Sf) ⲱϩⲓ ⲣⲁⲧ=
(A, sA) {others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ=, ⲁϩⲉ ⲁⲣⲉⲧ=
(B) ⲟϩⲓ ⲉⲣⲁⲧ=
(F) ⲱϩⲓ ⲉⲗⲉⲧ=, ⲟϩⲓ ⲉⲗⲉⲧ=, ⲱϩⲓ ⲉⲣⲉⲧ=, ⲟϩⲓ ⲉⲣⲉⲧ="	"(S) ⲱϩⲉ ⲣⲁⲧ= {archaic}, ⲁϩⲉ ⲣⲁⲧ= {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ= {ext Life of Bishop Pisentius; 1053; 30; 24; ⲡⲁⲓ ⲛⲧⲁϥⲁⲁϩⲉ ⲣⲁⲧϥ ϩⲛ ⲧⲧⲁⲝⲓⲥ ⲛⲧⲙⲛⲧⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ; Ext}, {Life of Bishop Pisentius; 1053; 51; 4; ⲙⲡ ⲉⲓϣⲁϫⲉ ⲛⲙⲙⲏⲧⲛ ⲉⲓⲁⲁϩⲉ ⲣⲁⲧ ⲙ ⲡ ⲙⲧⲟ ⲉ ⲃⲟⲗ ⲙ ⲡⲛⲟⲩⲧⲉ; Ext}, {ext Life of Bishop Pisentius; 1053; 14; 24; ⲛ ⲧⲉⲣϥⲁⲁϩ ⲇⲉ ⲉ ⲣⲁⲧϥ ⲉϫⲛ ⲧϣⲱⲱⲧⲉ ⲁϥϣⲗⲏⲗ ⲉ ϩⲣⲁⲓ ⲉ ⲡϫⲥ; compare}
(Sf) ⲱϩⲓ ⲣⲁⲧ=
(A, sA) {others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ=, ⲁϩⲉ ⲁⲣⲉⲧ=
(B) ⲟϩⲓ ⲉⲣⲁⲧ=
(F) ⲱϩⲓ ⲉⲗⲉⲧ=, ⲟϩⲓ ⲉⲗⲉⲧ=, ⲱϩⲓ ⲉⲣⲉⲧ=, ⲟϩⲓ ⲉⲣⲉⲧ="	"(S) ⲱϩⲉ ⲣⲁⲧ= {archaic}, ⲁϩⲉ ⲣⲁⲧ= {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ=
(Sf) ⲱϩⲓ ⲣⲁⲧ=
(A, sA) {others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ=, ⲁϩⲉ ⲁⲣⲉⲧ=
(B) ⲟϩⲓ ⲉⲣⲁⲧ=
(F) ⲱϩⲓ ⲉⲗⲉⲧ=, ⲟϩⲓ ⲉⲗⲉⲧ=, ⲱϩⲓ ⲉⲣⲉⲧ=, ⲟϩⲓ ⲉⲣⲉⲧ="	"(S) ⲱϩⲉ ⲣⲁⲧ⸗ {archaic}, ⲁϩⲉ ⲣⲁⲧ⸗ {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ⸗
(Sf) ⲱϩⲓ ⲣⲁⲧ⸗
(A, sA) {others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ⸗, ⲁϩⲉ ⲁⲣⲉⲧ⸗
(B) ⲟϩⲓ ⲉⲣⲁⲧ⸗
(F) ⲱϩⲓ ⲉⲗⲉⲧ⸗, ⲟϩⲓ ⲉⲗⲉⲧ⸗, ⲱϩⲓ ⲉⲣⲉⲧ⸗, ⲟϩⲓ ⲉⲣⲉⲧ⸗"	-	ισταναι, καθισταναι, παρισταναι, συνισταναι	[ισταναι, καθισταναι, παρισταναι, συνισταναι]	[ισταναι, καθισταναι, παρισταναι, συνισταναι]			537	b	ⲱϩⲉ ⲣⲁⲧ⸗ {archaic}, ⲁϩⲉ ⲣⲁⲧ⸗ {for ⲱϩⲉ ⲉⲣ., ⲁϩⲉ ⲉⲣ.}, ⲁⲁϩⲉ ⲣⲁⲧ⸗		ⲱϩⲓ ⲣⲁⲧ⸗	{others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ⸗, ⲁϩⲉ ⲁⲣⲉⲧ⸗	{others not contracted} ⲱϩⲉ ⲁⲣⲉⲧ⸗, ⲁϩⲉ ⲁⲣⲉⲧ⸗	ⲟϩⲓ ⲉⲣⲁⲧ⸗	ⲱϩⲓ ⲉⲗⲉⲧ⸗, ⲟϩⲓ ⲉⲗⲉⲧ⸗, ⲱϩⲓ ⲉⲣⲉⲧ⸗, ⲟϩⲓ ⲉⲣⲉⲧ⸗				1
5068	148	2864		99	With following preposition:	With following preposition:		537b	27	2010-04-29	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	537	b											2
5069	148	5068	(S,A,B,F) ^^ e-	0	stand before, against, attend on	stand before, against, attend on		537b	28	2010-04-29	1900-01-01	vagrant		(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	-		stand before, against, attend on	stand before, against, attend on	stand before, against, attend on	stand before, against, attend on	537	b	― ⲉ-			― ⲉ-		― ⲉ-	― ⲉ-				3
5070	148	5068	(S,A,B) ^^ eJn-	0	upon, against	upon, against		538a	29	2010-04-29	1900-01-01	vagrant		(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	(S, A, B) ― ⲉϫⲛ-	-		upon, against	upon, against	upon, against	upon, against	538	a	― ⲉϫⲛ-			― ⲉϫⲛ-		― ⲉϫⲛ-					3
5071	148	5068	(S,B,F) ^^ mn-,^^ nem-	0	with	with		538a	30	2010-04-29	1900-01-01	vagrant		(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	(S, B, F) ― ⲙⲛ-, ― ⲛⲉⲙ-	-		with	with	with	with	538	a	― ⲙⲛ-, ― ⲛⲉⲙ-					― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-				3
5072	148	5068	(S) ^^ n- *^dat^*	0				538a	31	2010-04-29	1900-01-01	vagrant		(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	-						538	a	― ⲛ- {dat}										3
5073	148	5068	(B) ^^ naHren-	0	beside	beside		538a	32	2010-04-29	1900-01-01	vagrant		(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	(B) ― ⲛⲁϩⲣⲉⲛ-	-		beside	beside	beside	beside	538	a						― ⲛⲁϩⲣⲉⲛ-					3
5074	148	5068	(S,A,B) ^^ oube-	0	against	against		538a	33	2010-04-29	1900-01-01	vagrant		(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	(S, A, B) ― ⲟⲩⲃⲉ-	-		against	against	against	against	538	a	― ⲟⲩⲃⲉ-			― ⲟⲩⲃⲉ-		― ⲟⲩⲃⲉ-					3
5075	148	5068	(S,A) ^^ Hirn-	0	at	at		538a	34	2010-04-29	1900-01-01	vagrant		(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	(S, A) ― ϩⲓⲣⲛ-	-		at	at	at	at	538	a	― ϩⲓⲣⲛ-			― ϩⲓⲣⲛ-							3
5076	148	5068	(S,B) ^^ Hatn-,^^ Katen-	0	at, before	at, before		538a	35	2010-04-29	1900-01-01	vagrant		(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	(S, B) ― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-	-		at, before	at, before	at, before	at, before	538	a	― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-					― ϩⲁⲧⲛ-, ― ϧⲁⲧⲉⲛ-					3
5077	148	5068	(S,B,F) ^^ HiJn-	0	upon, at, beside	upon, at, beside		538a	36	2010-04-29	1900-01-01	vagrant		(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	-		upon, at, beside	upon, at, beside	upon, at, beside	upon, at, beside	538	a	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-	― ϩⲓϫⲛ-				3
2865	148	2862	ma na. $^e^$rat,ma no. $^e^$rat	0	place of standing	place of standing		537b	37	2010-03-08	1900-01-01	vagrant		ⲙⲁ ⲛⲁ. (ⲉ)ⲣⲁⲧ, ⲙⲁ ⲛⲟ. (ⲉ)ⲣⲁⲧ	ⲙⲁ ⲛⲁ. (ⲉ)ⲣⲁⲧ, ⲙⲁ ⲛⲟ. (ⲉ)ⲣⲁⲧ	ⲙⲁ ⲛⲁ. (ⲉ)ⲣⲁⲧ, ⲙⲁ ⲛⲟ. (ⲉ)ⲣⲁⲧ	ⲙⲁ ⲛⲁ. (ⲉ)ⲣⲁⲧ, ⲙⲁ ⲛⲟ. (ⲉ)ⲣⲁⲧ	ⲙⲁ ⲛⲁ. (ⲉ)ⲣⲁⲧ, ⲙⲁ ⲛⲟ. (ⲉ)ⲣⲁⲧ	-		place of standing	place of standing	place of standing	place of standing	537	b											1
2866	148	2862	(B) reF o. erat=	0				537b	38	2010-03-08	1900-01-01	vagrant		(B) ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ=	(B) ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ=	(B) ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ=	(B) ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ=	(B) ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ⸗	-						537	b						ⲣⲉϥ ⲟ. ⲉⲣⲁⲧ⸗					1
2867	148	2862	Gina. $^e^$rat,Jino. $^e^$rat	0	standing	standing		537b	39	2010-03-08	1900-01-01	vagrant		ϭⲓⲛⲁ. (ⲉ)ⲣⲁⲧ, ϫⲓⲛⲟ. (ⲉ)ⲣⲁⲧ	ϭⲓⲛⲁ. (ⲉ)ⲣⲁⲧ, ϫⲓⲛⲟ. (ⲉ)ⲣⲁⲧ	ϭⲓⲛⲁ. (ⲉ)ⲣⲁⲧ, ϫⲓⲛⲟ. (ⲉ)ⲣⲁⲧ	ϭⲓⲛⲁ. (ⲉ)ⲣⲁⲧ, ϫⲓⲛⲟ. (ⲉ)ⲣⲁⲧ	ϭⲓⲛⲁ. (ⲉ)ⲣⲁⲧ, ϫⲓⲛⲟ. (ⲉ)ⲣⲁⲧ	-		standing	standing	standing	standing	537	b											1
2868	148	0	(S,A) aHe (B) oHi	0	need (c [n-] dat of thing needed) /$gk: [[deesqai, xrhzein, xreian exein]]$/	need (c [n-] dat of thing needed) /$gk: [[deesqai, xrhzein, xreian exein]]$/	deesqai, xrhzein, xreian exein	537b	40	2010-03-08	1900-01-01	vagrant		"(S, A) ⲁϩⲉ
(B) ⲟϩⲓ"	"(S, A) ⲁϩⲉ
(B) ⲟϩⲓ"	"(S, A) ⲁϩⲉ
(B) ⲟϩⲓ"	"(S, A) ⲁϩⲉ
(B) ⲟϩⲓ"	"(S, A) ⲁϩⲉ
(B) ⲟϩⲓ"	-	δεεσθαι, χρηζειν, χρειαν εχειν	need <i>c ⲛ- dat of thing needed</i> [δεεσθαι, χρηζειν, χρειαν εχειν]	need c ⲛ- dat of thing needed [δεεσθαι, χρηζειν, χρειαν εχειν]	need <i>c ⲛ- dat of thing needed</i>	need c ⲛ- dat of thing needed	537	b	ⲁϩⲉ			ⲁϩⲉ		ⲟϩⲓ					0
4755	149	0		99	With following preposition:	With following preposition:		364a	1	2010-04-10	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	364	a											0
4756	149	4755	(S,A,sA,B,F) ^^ e-	0	listen to	listen to		364a	1	2010-04-10	1900-01-01	vagrant		(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	-		listen to	listen to	listen to	listen to	364	a	― ⲉ-			― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-				1
4757	149	4755	(S,B) ^^ etbe-	0	hear concerning	hear concerning		364a	2	2010-04-10	1900-01-01	vagrant		(S, B) ― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	-		hear concerning	hear concerning	hear concerning	hear concerning	364	a	― ⲉⲧⲃⲉ-					― ⲉⲧⲃⲉ-					1
4758	149	4755	(S) ^^ etn-	0	at hand of, from	at hand of, from		364a	3	2010-04-10	1900-01-01	vagrant		(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	-		at hand of, from	at hand of, from	at hand of, from	at hand of, from	364	a	― ⲉⲧⲛ-										1
4759	149	4755	(S,B) ^^ n- *^dat^*	0	listen to, obey /$gk: [[akouein]]$/	listen to, obey /$gk: [[akouein]]$/	akouein	364a	4	2010-04-10	1900-01-01	vagrant		(S, B) ― ⲛ- {dat}	(S, B) ― ⲛ- {dat}	(S, B) ― ⲛ- {dat}	(S, B) ― ⲛ- {dat}	(S, B) ― ⲛ- {dat}	-	ακουειν	listen to, obey [ακουειν]	listen to, obey [ακουειν]	listen to, obey	listen to, obey	364	a	― ⲛ- {dat}					― ⲛ- {dat}					1
