Marcion	Crum	_v_	Entry
645	824b		[[[ϭⲟⲡ]]] [[S]][[B]], [[ⲕⲁⲡ]] [[S]], [[ϭⲁⲡ]] [[S^f]][[A]][[A^2]], [[ϣⲟⲡ]] [[B]] nn f, __sole__ of foot, __foot__: Glos 57 [[S^f]] [[ⲧϭ.]] [[ταρσός]], P 44 71 [[S]] [[ⲧⲁⲣ. · ϭⲱⲡ ⲛⲣⲁⲧϥ]] [[مشط]]; Deu 28 35 [[B]] (Va, var & [[S]] [[ⲥⲏⲃⲉ]]), Pro 5 5 [[S]][[A]] ([[B]] [[ⲧⲁⲧⲥⲓ]]) [[ἴχνος]]; Ac 3 7 [[S]][[B]] (prob, _cf_ [[ϯⲃⲥ]]), Mor 17 30 [[S]] cannot stand [[ϩⲓϫⲛⲛⲉϥϭ.]] [[βάσις]]; Lev 11 26 [[B]] ([[S]] [[ⲣⲁⲧ⸗]]) [[ὁπλή]]; Mor 37 97 [[S]] centaur's [[ϭ.]] like ass's [[πούς]]; Jos 9 11 [[S]] [[ⲛϭ. ⲛⲛⲉⲩⲧⲟⲟⲩⲉ]] [[κοῖλος]]; R 1 4 17 [[S]] [[ⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ ⲙⲛⲛϭ. ⲛⲣⲁⲧϥ]] __planta__; BMis 556 [[S]] sore became like [[ⲟⲩⲕ. ⲛⲉⲓⲱ]] __pes asini__; K 78 [[B]] [[ϯϣ.]] [[قدم]]; Tri 435 [[S]] stand upon [[ⲛⲉⲕϭ.]] [[وطية]] (_cf_ P 44 71 [[ⲧⲁϭⲥⲉ]] [[ﻭﹶ]]); Aeg 21 [[S]] [[ⲛϭ. ⲛⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ]] = _ib_ [[B]] [[ϭⲁⲗⲁⲩϫ]], BMis 140 [[S]] child learning to walk [[ⲉϥⲧⲟϭⲥ ⲛⲛⲉϥⲕⲟⲩⲓ ⲛϭ.]], Mun 125 [[S^f]] sim [[ⲧⲁϫⲣⲟⲥ ϩⲛⲛⲉⲥⲕ. ⲛϭⲁⲡ]], Miss 8 235 [[S]] [[ⲁⲧϭ. ⲛⲟⲩⲛⲁⲙ … ⲡⲱϩ]] & oil flowed forth, Mor 41 121 [[S]] live coals beneath [[ⲛϭ. ⲛⲣⲁⲧⲟⲩ]], _ib_ 187 [[S]] cut off [[ⲛϭ. ⲛⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ]], C 86 275 [[B]] nails into [[ⲛⲓϣ. ⲛⲧⲉ ⲣⲁⲧϥ]], ManiK 174 [[A^2]] [[ⲛϭ. ⲛⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ]] opp [[ⲥⲏϥⲉ ⲛⲣⲉⲧϥ]], KroppB [[S]] tears covered [[ⲛϭ. ⲛⲣⲁⲧⲕ]], MG 25 134 [[B]] cast self down [[ⲉϫⲉⲛⲛⲓϭ. ⲛⲧⲉ ⲣⲁⲧⲧ]].
2583	825a		[[[ϭⲟⲡ]]] [[S]][[B]], [[ⲕⲁⲡ]] [[S^a]], [[ϭ.]] [[A^2]] nn f, cutting instrument: SHel 32 [[S]] martyr's thighs scored with [[ϩⲉⲛϭ. ⲙⲡⲉⲛⲓⲡⲉ]], Pap _penes_ BHStricker [[S]] [[ϭ. ⲉϣⲱⲗϭ]], CO 468 [[S^a]] [[ⲧⲕⲁⲡ ⲛϣ.]] ManiK 132 [[A^2]] carpenter's [[ⲃⲁϣⲟⲩⲣ…ⲗⲉⲛⲧⲏⲛ…ϩⲛⲧϭ. ⲛϥⲥⲗⲱϭⲗⲱϭϥ]], MG 25 222 [[B]] [[ϣⲉ ⲛϭ.]] __stroke of tool__ in mat making.
2595	825a	v	[[[ϭⲟⲡ]]] _v_ [[ϭⲟⲡⲉ]].
3366	825a		[[[ϭⲱⲡ]]] [[A^2]] nn, meaning unknown: ManiH 29 [[ⲛϭ. ⲛⲁϣ[ ? ]ⲟⲩⲱϭⲡ]].
902	825a	v	[[[ϭⲱⲡ]]] _v_ [[ϭⲱⲡⲉ]].
1860	825a	v	[[[ϭⲱⲡ]]] [[B]] _v_ [[ϣⲱⲃ]].
833 2595	825a	v	[[[ϭⲁⲡⲉⲓ]]] _v_ [[ⲕⲁⲡⲁⲓ]] & [[ϭⲟⲡⲉ]].
161	825a		[[[ϭⲉⲡⲏ]]] [[S]][[A^2]][[F]], [[ϭⲓⲡⲏ]] [[S]], [[ϭⲏⲡⲉ]] [[F]] vb intr, __hasten__ ([[S]][[A^2]]): Jos 4 10, Lu 2 16 ([[B]] [[ⲓⲏⲥ]]), Ac 20 16 ([[B]] do) [[σπεύδειν]]; Mor 17 117 [[ϯⲛⲁϭ. ⲛⲧⲁⲕⲧⲟⲓ]] [[ἐυθέως]]; BHom 22 [[ⲙⲁⲣⲉϥϭ. ⲛϥⲧⲱⲟⲩⲛ]] [[διανιστάναι]] (_ib_ 320 [[ܐܣܬܪܗܒ]]); PS 38 [[ⲁⲓⲧⲣⲉⲥϭ.]], BIF 14 133 [[ⲁϥϭ. ⲁϥⲉⲓ]] (var LMär 29 [[ⲁϥⲧⲁⲭⲏ]]), HSt 463 let each [[ϭ. ⲛϥⲃⲱⲕ]] (var Aeg 263 [[ⲥⲡⲟⲩⲇⲁⲍⲉ]]), Mor 39 11 [[ⲁϥϭ. ⲁϥⲟⲩⲱϣⲧ]] = C 43 38 [[B]] [[ⲁϥⲭⲱⲗⲉⲙ]], EnPeterson [[ϣⲁⲕϭ. ⲛⲅⲛⲟϫⲧ ⲉⲃⲟⲗ]]; imperat: Ps 137 3 [[ϭ. ⲛⲅⲥⲱⲧⲙ]] ([[B]] [[ⲭⲱⲗⲉⲙ ⲥ.]]), _ib_ 101 2 [[ϭ. ⲥⲱⲧⲙ]] ([[B]] [[ⲭ. ⲥ.]]) [[ταχύ]]; Lu 19 5 [[ϭ. ⲁⲙⲟⲩ]] ([[B]] [[ⲭ. ⲙⲙⲟⲕ]]) [[σπ.]]; 2 Tim 2 15 ([[B]] [[ⲓⲏⲥ ⲙ.]]) [[σπουδάζειν]]; PS 93 [[ϭ. ⲁⲣⲓ ⲡⲁϩⲁⲡ]], _ib_ 61 [[ϭ. ⲛⲅⲛⲁϩⲙⲉⲧ]], BM ostr 82 12-12 6 [[ϭ. ⲟⲩⲁϩⲟⲩ]], Ep 380 [[ϭ. ϭ. ⲛⲅⲛⲧⲟⲩ]];\ttr (refl): Ge 18 6 ([[B]] [[ⲓⲏⲥ]]) [[σπεύ.]]; Mun 27 [[ⲉⲛⲉⲩ. ⲙⲙⲟⲟⲩⲡⲉ]], BMar 86 [[ϭ. ⲙⲙⲟⲕ ⲛⲅⲥⲱⲧⲉ]], ManiP 161 [[A^2]] [[ϭ. ⲙⲙⲟ …ⲛⲧⲉⲃⲱⲕ]].\nWith following preposition:\tc [[ⲉ-]]: Job 31 5 ([[B]] do) [[σπου. εἰς]]; Mich 550 41 [[ϭ. ⲙⲙⲟⲕ ⲉⲧⲥⲩⲛⲁⲝⲓⲥ]]; [[ⲉϩⲟⲩⲛ ⲉ-]]: Si 21 23 [[ταχὺς εἰς]]; MIF 67 166 [[ⲟⲩⲕⲱϩⲧ ⲉϥϭ. ⲉϩ. ⲉⲕⲉⲕⲱϩⲧ]];\tvbal: Jth 13 1 [[σπου.]], Pro 20 21 ([[A]] [[ϭⲗⲁⲙ]]) [[ἐπισπου.]]; Ex 2 18 ([[B]] [[ⲭ.]]), Ps 105 13 ([[B]] do), AP 13 [[A^2]] [[ⲁⲕϭ. ⲉⲧⲉⲉϥ]] [[ταχύνειν]], Is 59 7 ([[B]] [[ⲓⲏⲥ]]) [[ταχινός]], Jo 20 4 ([[B]] diff) [[τάχιον]]; Ps 13 4 ([[B]] [[ⲓ.]]) [[ὀξύς]]; BAp 52 [[ⲉⲓϭ. ⲉϯ ⲡⲁⲟⲩⲟⲓ]] [[ἐπείγεσθαι]]; Br 45 [[ⲉⲧⲉⲧⲛϭ. ⲉϣⲱⲡ]], ShC 73 130 [[ϭ. ⲉⲧⲱⲟⲩⲛ]], Bor 294 120 [[ⲙⲁⲣⲉⲛϭ. ⲙⲙⲟⲛ ⲉⲧⲁϩⲟⲛ ⲉⲣⲁⲧⲛ]];\tc [[ⲉⲣⲁⲧ⸗]]: Si 18 13 [[κατασπεύ. ἐπί]];\tc [[ⲉϫⲛ-]]: Mor 36 30 death [[ϭ. ⲉϫⲛⲟⲩⲟⲛ ⲛⲓⲙ]], BMis 154 devil [[ϭ. ⲉϫⲙⲡⲣⲱⲙⲉ]];\tc [[ⲛ-]]: P 129^18 162 [[ⲙⲡⲉϥϭ. ⲙⲡⲓⲥⲧⲉⲩⲉ]], ViK 4720 [[ⲙⲡⲉⲕϭ. ⲙⲡⲣⲟⲃⲁⲗⲉ ⲛⲁⲓ]];\tc [[ϩⲛ-]]: Is 16 5 (var [[ⲛ-]]) [[σπεύ.]] acc, Si 43 5 [[κατασ.]] acc.\nAs advb: Is 9 1 [[ⲁⲣⲓⲥ ϭ.]] ([[B]] [[ⲛⲭ.]]) [[ταχύ]], Lu 16 6 ([[B]] do) [[ταχέως]]; ShA 1 34 cleansed from [[ⲧⲉⲩⲙⲛⲧⲣⲉϥⲣ ⲙⲛⲧⲣⲉ ϭ.]] (_cf_ _ib_ [[ⲧⲉⲩⲙⲛⲧⲣⲉϥⲱⲣⲕ ϩⲛⲟⲩϭ.]]), Blake 306 [[ⲥⲉϭⲓⲛⲉ ⲙⲙⲟϥ]] (_sc_ beryl) [[ⲁⲛ ϭ.]] __not readily found__ in woman's ornaments;\t[[ϩⲛⲟⲩϭ.]] [[S]][[A^2]][[F]], __forthwith__: Ps 78 8, Is 32 4 [[S]][[F]], Jo 11 29 ([[A^2]] [[ϩⲛⲟⲩϭⲗⲁⲙ]]) [[ταχύ]], _ib_ 13 27 ([[A^2]] do, [[F]] [[ϩⲓⲧⲕⲟⲩⲣ]]) [[τάχιον]], Deu 9 12 [[τὸ τάχος]], Ps 6 10 [[διὰ τάχους]], Ac 25 4 [[ἐν τάχει]] (all [[B]] [[ⲛⲭ.]]), Sa 4 16 [[ταχέως]];  Ps 77 33 ([[B]] [[ϧⲉⲛⲟⲩⲭ.]]), Mk 6 25 ([[B]] = Gk) [[μετὰ σπουδῆς]], Sa 2 6 [[σπουδαίως]]; 2 Pet 3 10 ([[B]] [[ϧⲉⲛⲟⲩⲟⲩⲟⲓ]]) [[ῥοιζηδόν]]; Ap 22 12 ([[B]] [[ⲛⲭ.]]) [[ἔτι]]; 3 Jo 14 ([[B]] [[ⲥⲁⲧⲟⲧ⸗]]) [[εὐθέως]]; PS 240 [[ⲥⲡⲟⲩⲇⲁⲍⲉ ϩ.]], _ib_ 33 [[ⲉⲩⲛⲁⲥⲟⲧϥⲟⲩ ϩ. ⲛⲁϣ ⲛⲥⲙⲟⲧ?]], R 1 2 9 prayed & raised dead [[ϩ.]], BIF 13 107 [[ⲁϥⲕⲧⲟϥ ϩ.]] = MG 25 292 [[B]] [[ⲛⲭ.]], BMis 246 var [[ϩⲛⲟⲩⲁⲥⲁⲓ]], Ep 327 [[ϫⲟⲟⲩ ⲛⲅϥⲓⲧⲥ ϩ.]], _ib_ 361 [[ϩⲛⲟⲩϭⲓⲡⲏ]], AP 42 [[A^2]], GriffStu 162 [[F]] [[ϩⲛⲛⲟⲩϭⲏⲡⲉ]].\n[[ⲣⲉϥϭ.]], __one who is quick__, __hasty__: Pro 22 29 ([[A]] [[ⲣⲉϥϭⲗⲁⲙ]]) [[ὀξύς]], Ps 44 1 ([[B]] [[ϣⲉⲡϣⲱⲡ]]) [[ὀξύ-]]; P 131^4 100 [[ⲧϭⲓⲛⲥⲱⲧⲙ ⲟⲩⲣ. ⲧⲉ ⲉϩⲟⲩⲉ ⲉⲧϭⲓⲛϣⲱⲗⲙ]], _ib_ 101 [[ⲉⲧⲟ ⲛⲣ.]];\t[[ⲙⲛⲧⲣ.]]: LeipBer '02 142 [[ⲟⲩⲙ. ϩⲙⲡⲗⲁⲥ]] [[ὀξύτης]]; P 131^1 32 [[ⲧⲙ. ⲉϫⲱ]] of birds [[κλαγγὴ πολύφθουγος]].\n_Cf_ [[ϭⲁⲡϭⲉⲡ]].
2594	825b		[[[ϭⲏⲡⲉ]]] [[S]] (rare), [[ⲕ.]] [[A]], [[ϭⲏⲡⲓ]] [[B]][[F]], [[ϫ.]] [[F]] nn f, __cloud__ ([[S]] [[ⲕⲗⲟⲟⲗⲉ]]): Ge 9 13, Lam 3 44 [[B]][[F]] [[ϫ.]], Mk 9 7 [[B]][[F]] [[ϭ.]] [[νεφέλη]], Job 7 8, Is 14 14 [[νέφος]]; PS 213 [[S]] [[ⲛϭ., ⲥⲓⲟⲩ, ⲁⲏⲣ]], BG 73 [[S]] shaded by [[ⲟⲩϭ. ⲛⲟⲩⲟⲓⲛ]], Mor 23 30 [[S]] = _ib_ 24 21 [[F]] [[ϭ.]] sim, El 86 [[A]] [[ⲛⲕ. ⲛⲧⲡⲉ]], C 89 169 reaching unto [[ⲛⲓϭⲓⲏⲡⲓ]] (_sic_), AM 155 [[ⲟⲩϭ. ⲙⲙⲟⲩ ⲛϩⲱⲟⲩ]], BM 580 14 [[F]] [[ϣⲁⲛⲧⲉⲧⲉⲓϭ. ⲟⲩⲱⲧⲉⲃ]].
2595	825b		[[[ϭⲟⲡⲉ]]]^1, [[ϭⲟⲡ]]^2, [[ϭⲁⲡⲉ]]^3, [[-ⲏ]]^4, [[-ⲉⲓ]]^5 [[S]] nn, __small vessel__, so __small quantity__ (_cf_ [[כפא]] [[ܟܦܐ]] Dévaud): Deu 26 5 [[ϭ.]]^1 (no var, [[B]] [[ⲏⲡⲓ]]) [[ἀριθμός]]; Ap 3 4 [[ϭ.]]^2 [[ⲛⲣⲱⲙⲉ]] ([[B]] Gk diff); C 99 3 [[ⲟⲩⲕⲟⲩⲓ ⲛϭ.]]^1 [[ⲛⲣⲱⲙⲉ]] (var _ib_ 112 [[ⲕ. ⲛⲟϩⲉ]]), ShP 130^4 135 [[ϭ.]]^1 [[ⲕⲟⲩⲓ ⲛϩⲛⲁⲁⲩ ⲛⲟⲩⲱⲙ]], ShC 73 54 [[ⲟⲩⲙ ⲟⲩⲕⲟⲩⲓ, ⲥⲉ ⲟⲩϭ.]]^1 [[ⲙⲙⲟⲟⲩ]], ShC 42 181 [[ⲙⲟⲟⲩ ⲉⲛⲁϣⲱⲟⲩ]] opp [[ⲟⲩϭ.]]^1 [[ⲕⲟⲩⲓ ⲙⲙⲟⲟⲩ]], ShMiss 4 283 [[ϣⲟⲩⲉ ⲟⲩϭ.]]^1 [[ⲙⲙⲟⲟⲩ ⲉϫⲱϥ]] to wash, ShP 130^4 157 among small chattels [[ⲟⲩϭ.]]^2 (for ? [[ϭ.]]^1) [[ⲛⲥⲱ ⲙⲛϩⲉⲛϩⲛⲁⲁⲩ ⲛⲃ[ⲗϫⲉ]], P 132^4 361 [[ⲥⲉ ⲟⲩϭ.]]^1 [[ⲙⲙⲟⲟⲩ]], BMis 479 [[ϫⲓ ⲟⲩϭ.]]^4 [[ⲙⲙⲟⲟⲩ ⲛⲧⲟⲟⲧϥ]] (_cf_ _ib_ [[ⲁⲛⲓⲛⲉ ⲛⲁⲓ ⲛⲟⲩⲕⲟⲩⲓ ⲙⲙⲟⲟⲩ]]), _ib_ 487 [[ⲟⲩϭ.]]^5 [[ⲙⲙⲟⲟⲩ]] sprinkled on nets, Ora 4 26 [[ϭ.]]^1 [[ⲛⲉⲣⲱⲧⲉ]], Ryl 397 [[ⲟⲩϭ.]]^3 (no context);\t[[ϭ.]]^1 [[ϭ.]]^1, __little by little__: ShC 73 199 he let fall water [[ϭ. ϭ.]], _ib_ 210 (not Sh) [[ⲥⲱ ϭ. ϭ. … ⲙⲡⲣⲥⲉ ⲗⲟⲕ ⲥⲛⲁⲩ ⲛⲥⲁⲛⲉⲩⲉⲣⲏⲩ]].
