key	word	type	en	crum	crum-last-page	dawoud-pages	categories	notes	senses	sisters	antonyms	homonyms	greek-sisters	quality
252	(S,A) tamio (F) tamia (B) qamio (S) tamie-,tamio- (B) qamie-,qamio- (S) tamio= (Sa,F) tamia= (B) qamio= (S) tamihu+ (B) qamihout+ (F) tamihut+	verb	{tr:} make, create /$gk: ποιειν, κτιζειν$/ | {intr:} (/*B only*/)	413a		55b-56a			{"1": "make", "2": "create"}	476; 2546; 284				complete++
253	(S,A,B,F) mpSa (S,B) mSa (S,B,F) empSa (F) empSe	verb	{intr:} be worthy, worth |$ (with gen [n-]) /$gk: αξιουσθαι, οφειλειν$/ |$ (with [e-]), worthy to, (or) to be |$ (with subjunct) |$ be meet, entitled, obliged |$ (without obj), be worthy, fitting |$ (impersonal B), it is right, needful	179a		181a-182a,36b			{"1": "be worthy", "2": "be worth", "3": "be meet", "4": "be entitled", "5": "be obliged", "6": "be fitting", "7": "it is right", "8": "it is needful"}	2436; 2299; 906				complete
254	(S,A,L) Sibe (F) Sibi (S,L) Sb- (S) S$^e^$bt-,SeFt- (S,A) Sbt= (S) Sebt=,SeFt=,So$^o^$be+,So$^o^$Fe+ (A) Sabe+ (F) Sabi+ (S) ^Sabe-,SaFe- (A,L) ^Sabi- (B) ^Sebi-	verb	{intr:} change, be changed /$gk: αλλοιουν, αλλασειν, μεταβαλλειν, μεθισταναι$/ | {qual:} changed (/*often pejorat*/) /$gk: διαφορος$/ | {tr:} /$gk: αλλοιουν, αλλασειν, μεταμορφουσθαι$/ | (p c), changing, (so) strange, fearful	551a		573a-573b,559b-560b			{"1": "change", "2": "changing (so strange, fearful)"}	255; 256; 1868; 1570				complete++
255	(B,Fb) SibT (S) Sibte,SiFte	verb	{intr:} change /$gk: αλλοιουν, αλλασειν$/ | {tr:}  /$gk: αλλοιουν, αλλασειν, μεταβαλλειν$/	553b		573b-574a			{"1": "change"}	254; 256				complete++
256	(B) Swbt,Swpt,Sebt-,Sobt=,Sopt=	verb	{intr:} change, be changed /$gk: αλλοιουν$/ | {tr:}  /$gk: αλλοιουν$/	554a		598a-598b,606b-607a			{"1": "change"}	254; 255				complete++
257	(S) ebrhGe,ebrhhGe *^<a href=ext Life of Bishop Pisentius;1053;6;22;et boubou Hm peFHo n qe n ouebrhhGe">Ext</a>^*,bbrhGe,eFrhGe,brhGe,terbhG$ (A) ebrhGe,HbrhGe (B) ebrhJ *^mostly [setebrhJ] m^* (F) eFrhJ,tebrhG (NH) HbbrhGe *^<a href="ext  codex II - The Apocryphon of John;106;10;10;neFbal de neuo nqe nnikwHt nHbbrhGe">Ext</a>^*,ebrhGes *^<a href="ext codex VII - The Paraphrase of Shem;133;36;18;anthou throu twn eHrai eJwi nHrou mpe mn nebrhGes;codex VIII - The Letter of Peter to Philip;139;138;4;asSwpe nGi ouebrhGes mn ouHrou mpe ebol Hn tpe">Ext</a>^*"	noun female	lightning /$gk: αστραπη$/ |$ (with [T-] /$gk: εξαστραπτων$/) |$ (with [Hi- ebol] /$gk: αστραπτειν$/) |$ (with [neJ- ebol])	53b		33b,361b	earth		{"1": "lightning"}	1; 1041; 709; 458 #drv406; 3086; 91 #drv1962				complete
258	(S,A,L,B) kto (F) kta (S,A,L,B) kte- (S) kto= (A,L) kta= (NH) ktw= *^<a href=ext codex II - The Apocryphon of John;106;1;16;aFktwtn ebol nmparadosis nnetneiote;codex III - The Apocryphon of John;113;1;15;afktwtn ebol Hn mparadosis nte netneiote">Ext</a>^* (S,A) kthu+ (S) ktoeit+,ktaeit+ (B) kthout+"	verb	(causative of [kwte]) | {intr:} turn, surround /$gk: αποστρεφεσθαι$/ | {qual:} be turned, be around (of wall) | {tr:} make to turn, return, go round, (also /*as [kwte]*/) surround /$gk: στρεφειν$/ | (refl, with suff or [mmo=] /*rare*/), turn self, return, bring round	127b		107b-108b,430b-431a			{"1": "turn", "2": "return", "3": "surround", "4": "be around (of wall)"}	102; 1582				complete++
259	(S,A) kloole (F) klale	noun female	cloud, (always = B [Ghpi]) /$gk: νεφελη, νεφος$/	104a		101b	earth		{"1": "cloud"}	2594				complete
260	(S,A,L) moute (A) mounte (B,F) mouT	verb	{intr:} |$ speak, call (/*of men, animals, things*/) /$gk: φωνειν, καλειν, ηχειν$/ |$ enchant, charm | {tr:} call, pronounce, (mostly of name)	191b		174a-175b			{"1": "speak", "2": "call", "3": "pronounce", "4": "enchant, charm"}	113; 15; 2696; 2135; 581 #drv190; 386 #drv1491; 2206 #drv3481; 285 #drv812; 1917; 344; 1122				complete++
261	(S) sooHe (Sf) saaHe (B) swHi (NH) swHe *^<a href=ext codex II - The Apocryphon of John;106;14;12;SantesswHe mpesSta;codex IV - The Apocryphon of John;118;31;18;esswHe mmoF eHoun epeFplhrwma;codex IV - The Apocryphon of John;118;34;21;aFmme Je Fo natswtm naF etbe pouoein ntepinoia etSoop nHhtF etswHe mmoF Hm peFmeeue nHouo epSorp narxwn">Ext</a> ? or [sooHe] reprove, correct^* (S) saHe- (A) seHe- (S,B) saHw= (S,F) saHww= (A) seHw= (NH) seHww= *^<a href="ext codex II - The Apocryphon of John;106;10;21;aF seHwwF ebol mmos">Ext</a>^* (S) saHhu+ (B,F) saHhout+"	verb	{tr:} remove (/*mostly refl*/) | (as nn S), removal, departure	380a		421a,345a,346b-347a,387b			{"1": "remove"}			248; 335; 721		complete++
262	(S,A,L,B) SaH (F) SeH	noun male	flame, fire /$gk: φλοξ, πυρ$/	612a		555b-556a	physics		{"1": "flame", "2": "fire"}	843; 1492; 241 #drv2218; 1185				complete
263	(S,A,L,B) twmt (S,L) twmnt (F) twmet (S) tomnt+	verb	{intr:} meet, befall (c [e-]) /$gk: απανταν, συνανταν$/	416b		477b			{"1": "meet", "2": "befall"}	251; 228		1601		complete
264	(S,A,L,F) kwH (B) xoH (S) khH+	verb	{intr:} be envious, zealous, emulate /$gk: ζηλουν$/ |$ (obj with [e-]) |$ (with [eJn-])	132b		515b-516a,516a,114b			{"1": "be envious", "2": "be zealous", "3": "emulate"}					complete
265	(S,B,F) Swk (B) Swki,Sok,Soki (S,B) Sek- (B) Sok= (S,L,B,F) Shk+ (F) Shki+	verb	{intr:} dig, be deep dug (B) /$gk: ορυσσειν, βαρυνειν$/ | {qual:} deep /$gk: βαθυς, βαθος$/ | {tr:} (S,B) /$gk: ορυσσειν$/	555a		599a-599b			{"1": "dig", "2": "be deep"}	266; 3201; 1881; 1883; 2606; 574; 2653 #drv4098	2208; 1959			complete++
266	(S,A) Sike (A) Sikte (B,F) Siki (F) Sekei (S) Sekt- (A) Sit- (S) Sakt=,Sikt=,Soke+	verb	{intr:} dig /$gk: βαθυνειν$/ | {tr:} /$gk: ορυσσειν$/	555b		574b-575a			{"1": "dig"}	265; 1881; 1883; 2606; 574; 2653 #drv4098	2208; 1959			complete++
267	(S,A) amnte (A,L) emnte (B,F) amenT	noun male	hades (literally western place) /$gk: αδης$/	8b		4b-5a,336a			{"1": "Hades"}		50			complete+cz
268	(S,A,B,F,O) noun	noun male	abyss (of hell), depth (of earth, sea) /$gk: αβυσσος, βαθος, βυθος$/	226b		214b	earth		{"1": "abyss", "2": "abyss (of hell)", "3": "depth", "4": "depth (of earth)", "5": "depth (of sea)"}	1117	2208			complete
269	(S,A,F) pwS (S,A,L) pwSe (B) fwS (S,A) peS- (B) feS- (F) paS- (S) poS= (A,F) paS= (B) faS= (S,Sf) phS+ (B) fhS+	verb	{intr:} divide, be separate /$gk: διαιρεισθαι, κλασθαι, διαμεριζεσθαι, σχιζεσθαι$/ | {tr:} divide /$gk: μεριζειν$/	277a		505a-505b			{"1": "divide", "2": "be separate"}	1296; 146				complete++
270	(S,L,F) twH (A) twQ (B) twK,qoH (F) toH (S) teH-,taH-,twH- (B) qeK- (S,F) taH= (B) qaK= (F) teH= (S,L,F) thH+ (A) thQ+ (B) qeH (F) teH+	verb	{intr:} be mixed, disturbed, clouded  /$gk: ταρασσεσθαι, συγχεειν$/ | {tr:} mix, stir  /$gk: κεραννυειν, συντριβειν$/	453b		72b-73b,64a-64b,58b,58b,56a,483b,483b,450a,453b			{"1": "divide"}	1693; 380		1678; 1680		complete+
271	(S) Htomtm (A) $^H^$tamtme (B) qomtem,tomtem (NH) HtomHtm *^<a href=ext codex II - The Apocryphon of John;106;13;14;asmme apSta Hm ptreFGwJb nGi prrie mpesouoein auw asHtomHtm;codex IV - The Apocryphon of John;118;20;30;asmme epSta Hm ptreFGwJb nGi prrie mpesouoein auw asHtomHtm">Ext</a>^* (S) Htmtm- (L) Htmtwm= (S) Htmtwm+,Htmtomt+ (B) temqwm+"	verb	{intr:} be darkened /$gk: σκοτουσθαι, βαρυωπειν$/ | {tr:} darken /$gk: αμαυρουν$/	724a		62a,447a,458a-458b			{"1": "darken"}	168; 2157; 846; 633; 2626	1; 709; 239	1602		complete
272	(S) Swwne (F) Swna (S,Sf) Se$^e^$ne- (F) Sane- (S) So$^o^$n=,Soone+	verb	{tr:} exclude, deprive /*?*/ /$gk: εξαιρειν$/ | {qual:} deprived	571a		610a-610b			{"1": "forfeit"}	2321; 1946; 201 #drv1527				complete++
273	(S,L,B) SwFt (S) SeFt-,Sebt= (S,B) SoFt+ (S) SoFt+,Sobt+	verb	{intr:} stumble, err /$gk: σφαλλειν, αμαρτανειν, πλημμελειν$/ | {tr:} commit error, err (in anything) /$gk: αθετειν$/	611a		614b-615a			{"1": "err"}	711; 1304 go wrong; 912; 345				complete++
274	(S) Haeit,Haieit,Haeiht,Hait,Heeit,Hheit,Hhieit,Hoeit	noun female	gateway, porch, forecourt /$gk: πυλων$/	713b		648a	construction		{"1": "gateway", "2": "porch", "3": "forecourt"}	825; 742; 1249; 520; 2565; 201 #drv1532			C10381	complete
275	(S,A,B,F) neH (S) nH (S,A,F) nhH	noun male	oil /$gk: ελαιον$/	240b		202b	food, substance		{"1": "oil"}					complete
276	(S) tsano,tsno (A) tseno (F) tsana (Sa) tsane-,seno- (S) seno= (L) seno= (S) tsanhu+,tsanhut+ (F) tsanhou+,tsanhout+ (S) tsamihu+	verb	{tr:} adorn, set in order, provide /$gk: κοσμειν, σκευαζεσθαι, καλλωτιζειν$/ | (as nn), propriety /$gk: κοσμος, ευκοσμια, ευταξια$/	435b		470b-471a			{"1": "adorn"}					complete
277	(S) SorSr (L) SarSr (A) QarQre (B) SorSer (F) SalSel (S) SrSr- (A) QrQre- (S,L) SrSwr= (Sa) SrSor= (A) QrQwr= (B) SerSwr= (F) SelSwl= (S) SrSwr+,SrSort+ (A) QrQart+	verb	{intr:} upset, overturn /$gk: καταβαλλειν, αποστρεφειν, καθαιρειν$/ | {tr:} /$gk: καθαιρειν, κατασπαν$/	589a		588b			{"1": "overturn", "2": "destroy", "3": "overthrow"}	1779; 1482				complete++
278	(S,B) aSai (A) aSei (L,F) aSeei (O) aShei (A) aSeeite (NH) aSaei *^<a href=ext codex II - The Apocryphon of John;106;26;15;tote eFSanaSaei nGi pna mpwnH;codex III - The Gospel of the Egyptians;114;55;2;asaSaei nGi Tafqartos npneumatikh nekklhsia;codex II - On the Origin of the World;110;114;18;atesmh etouaab Joos Je aSaei">Ext</a>^* (S,B) oS+ (A,F) aS+"	verb	{intr:} become many, multiply /$gk: πληθυνειν, πλεοναζειν$/ | {qual:} many	22b		15a			{"1": "become many", "2": "multiply"}	92; 317; 1673	1378			complete++
279	(S) Sa (A) Qae (L) Saie (B) Sai (F) Se$^e^$i (S,NH) Sae *^<a href=ext Gospel of Judas;824;4;7;auw nFSae nGi pnoG nHoou mpouoin ntgenea;codex II - The Book of Thomas the Contender;112;143;30;pkake aFSae nhtn nqe mpouoein">Ext</a>^* (B) Saiwou+"	verb	{intr:} rise (of sun &c) /$gk: ανατελλειν, ρηγνυναι$/ | {tr:} (B/*once*/) | | (as vb S), keep festival /$gk: εορταζειν$/	542b		544b,544b-545a			{"1": "rise (of sun)", "2": "keep festival"}	2795	814	1844; 1851; 1846; 1845; 3166; 244; 1853		complete++
280	(S,A) Seei	verb	{intr:} go & come /*[Se + ei]*/, be carried to & fro, wander | (as nn), going to & fro, derangement, madness /$gk: περιφορα, περιφερεια$/	547a		560b-561a			{"1": "come & go", "2": "derangement, maddness"}	926; 1440; 2915; 530; 345; 102				complete++
281	(S,A,L,B,F) mouSt (S,B) meSt- (B,F) maSt- (S,B) moSt= (Sa) maSt= (S) moSt+ (L) ^maSt-	verb	{tr:} examine, search out, visit /$gk: ερειναν, εκζητειν, κατανοειν$/ | (p c L), examiner, prover | (refl SB), examine self, reflect | {intr:} (S,A,B), consider, visit	206b		172b-173b,148b,140a,177b			{"1": "examine", "2": "search out", "3": "visit"}	2442; 235; 145; 250; 314; 102				complete+
282	(S,A) swbe (B,F) swbi	verb	{intr:} laugh, play /$gk: γελαν, παιζειν, χλευαζειν, μειδιαν$/ | {tr:}  deride, mock	320b		401b-402b			{"1": "laugh", "2": "play", "3": "deride, mock"}	1973; 322; 2402; 2439; 2567; 2677; 699				complete++
284	(S,A,L,B,F) swnt (S,L) swwnt (S) snt- (S,B) sent- (S,B) sont= (S) soont= (A) sant= (S) sont+	verb	{intr:} be created /$gk: κτιζειν$/ | {tr:} found, create /$gk: ποιειν, πλασσειν$/	345a		409a-409b			{"1": "create"}	2546; 252; 476		1445; 1446		complete
285	(S,L) maein (A) meeine,meine (B) mhini (F) mhein,mhin (NH) main *^<a href=ext codex II - The Apocryphon of John;106;15;5;autamio ebol Hitn nGom nnouerhu kata mmain entauT mmoou">Ext</a>^*,maine,mhine *^<a href="ext codex II - The Book of Thomas the Contender;112;139;15;eutntwn anetJwlk nneusate aumhine Hn touSh seJwlk men nneusote nqe nHoeine Je euJwlk apmaine alla FouonH ebol an">Ext</a>^*"	noun male	sign, mark /$gk: σημειον$/	170b		150b-151a,136a	concept		{"1": "sign", "2": "mark"}	44; 2696; 2135; 581 #drv190; 386 #drv1491; 2206 #drv3481; 260; 1917; 1569; 1912				complete++
286	(S,L,B,F) stwt	verb	{intr:} tremble /$gk: τρεμειν$/	366b		400a			{"1": "tremble"}	1504; 1229; 1188				complete++
287	(S,B) kas (S,A) kees (S) khs,kis (Sf,F) kees,kes (S) *kaas,kaese (S,A) *kees (F) *khhs	noun male	bone /$gk: οστεον$/	119b		91a-91b,91b	anatomy		{"1": "bone"}	289; 288; 290; 291; 542; 1826		862; 176; 2874		complete
288	(S,B) mout	noun male	sinew, nerve /$gk: νευρον$/ |$ joint | neck /$gk: τραχηλος$/	189a		172b,179b-180a	anatomy		{"1": "sinew", "2": "nerve", "3": "joint", "4": "neck", "5": "shoulders"}	2364; 457 #drv1299; 740; 2092; 522; 287; 289; 290; 291; 542; 475 shoulder; 437 shoulders; 2557; 1826; 2805				complete
289	(S) altkas (B) atkas	noun male	marrow /$gk: μυελος$/	6b		13a	anatomy		{"1": "marrow"}	287; 288; 290; 291; 542; 1826				complete+cz
290	(S,B,F) snoF (S,O) snob (Sf,A,L,F) snaF (Sf) snouF (S) *snwwF (A) *snooF (A,B) *snwF	noun male	blood /$gk: αιμα$/	348a		379a	anatomy		{"1": "blood"}	287; 288; 289; 291; 542; 1826				complete
291	(S) Saar (S,Sf,B) Sar (Sa) Har (A) Qaare (L) Sare (F) Seel,Se$^e^$r,Seri (S) Saar- (S,B) Sar- (S) *Saare	noun male	skin /$gk: δερμα$/ | (as covering, bag, vellum) /$gk: δερρις$/ | (as adj) /$gk: δερματινος$/	582a		548a-548b	anatomy		{"1": "skin", "2": "skin (as covering)", "3": "skin (as bag)", "4": "skin (as vellum)"}	1859; 287; 288; 289; 290; 542; 1826; 576; 3368				complete
292	(S,B) Sau (S) Saou (Sf) Soou (A,L,F) Seu (S,A,B,F) Sou-	noun male	use, value /$gk: χρησις, επιτηδεια$/ | (as adj) |$ useful, fitting |$ virtuous	599a		552a-553a,589a-589b	concept		{"1": "use", "2": "value"}	109; 728; 2317	2792; 1680; 919; 581; 2766; 649	1999; 2000; 3205		complete++
294	(S,F) ounam (S) ou$^e^$inam,iounam,ounom,iounom (A,L) ounem (B) ouinam (F) ouinem,ouienhm,iounem,iouenhm,iwnam,iwnhm	noun female	right hand /$gk: δεξια$/	483b		252a	anatomy, direction		{"1": "right hand", "2": "right"}	150	813; 295			complete++
295	(S,F) Hbour (L) Gbour (A) Gbir	noun female	left hand /$gk: αριστερα$/ | (as adj)	656b		656a	anatomy, direction		{"1": "left hand", "2": "left"}	813; 150	294			complete++
296	(S) spotou (A,F) spatou (B) sfotou	noun male	lips (/*dual*/), edge, shore /$gk: χειλος, κρηπις, μυσταχ$/	353a		400b	anatomy, earth		{"1": "lips", "2": "edge", "3": "shore"}	472; 1088				complete
297	(S) naJHe,naaJHe,naJe,naaJe (S,A) neJe (A) neeJe (B) naJHi	noun female	tooth /$gk: οδους, μυλη$/ |$ (of man) |$ (of beasts)	249b		199a	anatomy		{"1": "tooth", "2": "tooth (of man)", "3": "tooth (of beast)"}	1886; 889				complete
299	(S,F) thhbe (S,L) thbe (S) tebe (S,A) Tbe (A) Teibe (B) thb (F) teebe	noun male	finger /$gk: δακτυλος$/ | toe	397b		450b-451a	anatomy		{"1": "finger", "2": "toe"}	723; 1408; 2676				complete
300	(S) eib,eieib,eieb (A) eib,ieib (B) ieb,ihb (F) iF (S) *eiebh (A) *ieebe (NH) *iebe *^<a href=ext codex II - The Apocryphon of John;106;16;11;krima nneiebe nnGiJ">Ext</a>^*"	noun male	hoof /$gk: οπλη, ανυχιστηρ$/ | claw | sting /$gk: κεντρον$/ | nail	76a		79b-80a	anatomy		{"1": "hoof", "2": "claw", "3": "sting", "4": "nail"}	1461				complete
301	(S) khpe,Ghpe,Geph (B) xhpi	noun male	vaulted place, cellar, canopy /$gk: στεγη, καλυμμα, καμαρα$/ | palate (of mouth)	114a		514a	construction, anatomy		{"1": "vaulted place", "2": "cellar", "3": "canopy", "4": "palate (of mouth)"}	201; 126; 1309; 37 #drv3525; 832				complete
302	(S,A,L) spir (B) sfir (F) spil (S) *spirooue (A) *spireue (B) *spirwoui (Sf) *spiraue (F) *spilauei	noun male	rib /$gk: πλευρα, πλευρον$/ | side /$gk: μερος$/ | (as prep + [sa-]), beside	351b		400a-400b	anatomy, direction		{"1": "rib", "2": "side"}	1364; 606				complete
303	(S) maHt (B) maKt (S,F) meHt	noun male	bowels, intestines /$gk: εντερα, σπλαγχνα, κοιλια$/	211b		140b	anatomy		{"1": "bowels, intestines"}	2020; 2103; 2849; 1233				complete
305	(S) baH,FaH	noun male	penis /*?*/ /$gk: βουβων$/	47b			anatomy		{"1": "penis?"}	1424; 1858; 1483 #drv1944; 1037 #drv4115				complete
306	(S) ouerhte,ourhhte (S,A,L,B) ourhte (L) ourite (F) ourhti	noun female	foot, (pl /*dual*/) /$gk: πους, σκελος$/ | leg	491a		262b,247a	anatomy		{"1": "foot", "2": "leg"}	716; 2559; 645; 378; 461				complete
307	(S,A,L,F) sei (S,L,B,F) si (B) sai (S,L) shu+ (B) shou+	verb	{intr:} |$ be filled, satisfied, enjoy /$gk: πιμπλαναι, χορταζεσθαι, κορεννυναι, κραιπαλαν$/ |$ filled with	316b		366b-367a,364b			{"1": "be filled", "2": "be satisfied", "3": "enjoy"}	1650; 2567 satiety	58			complete++
308	(S,A,B) kwrS (S) GwrS,kerS-,korS=	verb	{intr:} request, persuade, cajole /$gk: αξιουν$/ | {tr:} (S, meaning same)	117b		111b-112a			{"1": "request", "2": "persuade", "3": "cajole"}	71 #drv3326; 12; 313; 393; 2227				complete++
309	(S,A,F) SwJp (L,B,F) swJp (S) SeJp- (L) saJp- (B) seJp- (F) SaJp- (S) SoJp= (B) soJp= (F) SaJp= (S) SoJp+ (B) soJp+	verb	{intr:} be over & above, remain over /$gk: απολειπειν, καταλειπειν, περισσευειν$/ | {tr:} leave over, behind /$gk: απολειπειν$/	616b		421b-422a			{"1": "remain"}	1456		1925		complete++
310	(S,A,L,F) Jwm (S) Jwwme (L) Jwme,Jm-	noun male	generation /$gk: γενεα$/	770b		780a	biology, time		{"1": "generation"}	2470		311; 742; 3318; 3319		complete
311	(S,F) Jwwme (S,L,F) Jwme (A) Jououme,Joume (B) Jwm (F) Jwwmi,Jwmi,Joome,Jome (A,L) *Jme	noun male	sheet, roll of papyrus, written document, book, (/*rarely parchment*/) /$gk: χαρτης, βιβλιον$/ | bundle, parcel (made of papyrus /*?*/ S)	770b	771b	779b-780a	tool		{"1": "book", "2": "sheet of papyrus", "3": "roll of papyrus", "4": "written document", "5": "bundle, parcel (made of papyrus)"}	1312 #drv1515		2410; 151; 310; 742; 3318; 3319		complete
312	(S,B) HoF (S) Hob,Hop,Hwb (A,L,F) HaF (S,B) ****HFw (S,L,F) ****Hbw (A) ****Hbou (S,B) *Hboui	noun male/female	serpent /$gk: οφις, δρακων$/	740b		703b,728b,656a	species		{"1": "serpent"}	2706; 2086; 1488; 2702		120; 37; 2120		complete
313	(S,F) sops (Sa,F) saps (S) sps-,seps-	verb	{intr:} pray, entreat, comfort /$gk: δεεσθαι, παρακαλειν$/ | {tr:} /$gk: δεεσθαι, παρακαλειν$/ | (with [Je-, Jekas])	352a		388b-389a			{"1": "pray", "2": "entreat", "3": "comfort"}	393; 75; 12; 308; 71 #drv3326; 2227				complete++
314	(S) SoJne (S,Sf,A,L) SaJne (L) saJne (B) soGni (F) SaJni	verb	{intr:} take counsel, consider /$gk: βουλευεσθαι, λογιζεσθαι$/ | {tr:}  /$gk: λογιζεσθαι$/	615b		395b-397a			{"1": "take counsel", "2": "consider"}	145; 250; 281 #drv4440				complete++
315	(S,A,L) niFe (S) nibe (B,F) niFi (F) nibi (S) naFt= (S,A) neFt= (S) niFt=	verb	{intr:} blow, breathe (of wind, breath) /$gk: πνειν$/ | {tr:} blow	238b		210b,210b-211b			{"1": "blow", "2": "breathe"}	2076; 319; 982; 49				complete++
316	(S) moeit (Sa) maeit (B) mwit (F) mait (B) *mitwoui	noun male	road, path (/*mostly B*/) /$gk: οδος, τριβος$/ | place (B, /*S once*/)	188a		185b-186b,155b	construction, earth		{"1": "road", "2": "path", "3": "place"}	1873; 2238; 101; 2066; 2326				complete
317	(S,A,L,B,F) naSe-,naSw= (A) naaSw=	verb	{intr:} (nominal vb), be many, much /$gk: πολυς, πλεοναζειν$/ | (rel [etn.] as adj), many, great |$ (or [en.] sim) |$ (with [sount=, souen=]), price /$gk: πολυτελης, πολυτιμος$/	236a		196b			{"1": "be many", "2": "be much"}	383; 88; 66; 1134; 278				complete
318	(S) Ha$^e^$ibes,Hoibes (Sa) Haibe (A) Qa$^e^$ibe (L) Haib$^e^$s (B) Khibi,Khbi (F) Hhibes,Hh$^i^$bi,Hihbi (NH) Haeibe *^<a href=ext codex I - The Gospel of Truth;103;28;26;aeiSwpe mprhte nniHaeibe mn nifantasia;codex II - On the Origin of the World;110;98;29;THaeibe de andunamis ntaHSwpe mnnswou aumoute eroF Je pxaos etemnteF arhJF;codex III - The Apocryphon of John;113;27;23;neFklados HenHaeibe ne nte pmou;codex VII - The Second Treatise of the Great Seth;134;70;2;Tkloole nsarkikon rHaeibe erwtn;codex II - The Hypostasis of the Archons;109;94;13;qaeibe etmmau aunoJs ausa noumeros">Ext</a>^*"	noun female	shade, shadow /$gk: σκια, αποσκιασμα, σκεπη, σκηνη$/	657b		635a-635b	physics		{"1": "shade", "2": "shadow"}	2017; 79				complete++
319	(S,L) thu (B) qhou (S,A,F,O) thou (S,A,F) tou- (B) qou-	noun male	wind  /$gk: ανεμος, πνευμα, πνοη$/ | south wind [tourhs, qour., qhou r.] | north wind | breath /$gk: πνοη$/	439b		59a	earth		{"1": "wind", "2": "breath"}	315; 2174; 2415				complete
320	(S) SwwGe (A) Sou$^ou^$Ge (L) SwGe (S) Se$^e^$Ge- (L) SaGe- (S) So$^o^$G= (Sf,A,F) SaaG= (A) SouG= (L) SaG= (S) So$^o^$Ge+ (L) SaGe+	verb	{intr:} smite, wound, be wounded /$gk: πλησσειν, παιειν$/ | {qual:} |$ /$gk: πλησσειν$/ |$ beaten, wrought (/*of metal*/, so) locked, bolted | {tr:} /$gk: πατασσειν$/	618a		610b-611a			{"1": "smite", "2": "wound", "3": "beaten, wrought (of metal)", "4": "locked, bolted"}	1631; 1575; 500; 2480; 2422; 1809; 550; 1771; 2864; 800; 1523; 1610 #drv2288; 1961; 725; 804; 1799; 2048; 2319; 1135; 2636; 1262				complete++
